station,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,dewpoint_2m_min,dewpoint_2m_max,dewpoint_2m_mean
海南_白沙,2019-01-27,22.1,13.9,17.6,0.1,0.1,1.0,16.9,36.7,101,14.8,2.74,12.5,15.3,14.1
海南_白沙,2019-01-28,22.5,14.5,18.6,0.1,0.1,1.0,16.0,34.6,102,13.46,2.45,13.9,17.2,15.9
海南_白沙,2019-01-29,24.5,14.2,19.2,0.0,0.0,0.0,20.0,44.6,122,16.62,3.27,13.8,16.7,15.1
海南_白沙,2019-01-30,25.1,13.3,19.4,0.0,0.0,0.0,12.4,27.0,139,16.68,3.22,12.4,16.5,14.9
海南_白沙,2019-01-31,24.5,14.3,19.1,0.0,0.0,0.0,12.1,28.8,92,17.28,3.24,13.8,16.9,15.3
海南_白沙,2019-02-01,23.1,14.1,18.5,0.1,0.1,1.0,16.2,37.1,100,13.52,2.54,12.6,17.0,15.3
海南_白沙,2019-02-02,26.0,13.6,19.4,0.1,0.1,1.0,13.0,29.2,130,16.11,3.09,13.2,18.2,15.5
海南_白沙,2019-02-03,27.1,15.4,21.1,0.0,0.0,0.0,8.8,18.7,221,18.77,3.58,14.8,19.0,17.1
海南_白沙,2019-02-04,26.9,17.0,21.6,0.0,0.0,0.0,14.0,30.2,206,16.44,3.2,16.6,19.2,17.9
海南_白沙,2019-02-05,28.6,17.2,22.3,0.2,0.2,2.0,17.5,37.4,237,17.51,3.45,16.6,19.5,18.3
海南_白沙,2019-02-06,29.0,16.7,22.3,0.0,0.0,0.0,13.7,30.6,178,20.36,4.03,16.2,19.5,17.6
海南_白沙,2019-02-07,32.2,19.4,24.5,0.0,0.0,0.0,16.3,36.4,198,20.25,4.43,13.6,20.5,18.1
海南_白沙,2019-02-08,32.0,19.5,24.5,0.0,0.0,0.0,13.1,29.2,188,20.15,4.38,16.5,20.5,19.2
海南_白沙,2019-02-09,31.4,19.4,24.2,0.0,0.0,0.0,14.0,29.9,194,19.49,4.1,18.1,19.6,18.9
海南_白沙,2019-02-10,29.0,17.9,23.1,0.1,0.1,1.0,10.5,25.2,134,16.75,3.45,17.4,20.0,18.7
海南_白沙,2019-02-11,27.5,17.9,22.3,0.0,0.0,0.0,18.0,38.5,104,18.29,3.91,15.6,18.8,17.3
海南_白沙,2019-02-12,26.9,16.5,21.7,0.0,0.0,0.0,17.3,40.0,109,15.71,3.28,15.4,20.0,17.2
海南_白沙,2019-02-13,26.4,16.2,21.6,0.0,0.0,0.0,16.6,36.0,100,16.21,3.27,16.0,18.4,17.3
海南_白沙,2019-02-14,28.1,15.2,21.3,0.0,0.0,0.0,10.7,23.0,164,20.03,3.88,13.5,17.9,15.9
海南_白沙,2019-02-15,28.8,14.6,21.2,0.0,0.0,0.0,15.1,31.7,183,18.55,3.83,14.1,20.8,15.8
海南_白沙,2019-02-16,29.9,16.1,22.3,0.0,0.0,0.0,11.2,24.1,174,20.04,4.1,15.4,18.5,16.8
海南_白沙,2019-02-17,27.8,16.8,22.1,0.7,0.7,5.0,16.9,40.3,160,16.43,3.5,16.5,19.2,17.6
海南_白沙,2019-02-18,27.7,20.5,23.3,4.2,4.2,6.0,29.8,64.8,183,18.49,3.9,17.8,20.2,19.1
海南_白沙,2019-02-19,29.1,22.0,24.7,0.0,0.0,0.0,23.1,50.0,183,19.68,4.36,19.5,20.5,20.1
海南_白沙,2019-02-20,30.6,20.9,24.9,0.1,0.1,1.0,19.8,43.2,183,19.92,4.61,18.0,20.1,19.0
海南_白沙,2019-02-21,31.2,20.1,24.7,0.1,0.1,1.0,17.4,39.2,199,19.18,4.2,16.6,20.0,18.8
海南_白沙,2019-02-22,27.9,19.4,22.8,1.0,1.0,5.0,15.1,33.5,163,13.6,2.84,18.4,20.4,19.2
海南_白沙,2019-02-23,29.8,18.6,22.4,6.8,6.8,9.0,17.3,40.0,228,17.1,3.46,18.1,20.8,19.2
海南_白沙,2019-02-24,25.0,17.0,20.1,1.5,1.5,8.0,14.1,34.2,58,14.76,2.81,16.4,18.4,17.4
海南_白沙,2019-02-25,26.9,18.0,21.9,0.8,0.8,6.0,12.0,28.4,84,15.12,2.98,17.5,20.3,18.7
海南_白沙,2019-02-26,29.1,17.4,22.6,0.7,0.7,3.0,10.8,25.6,162,17.5,3.61,17.0,20.8,18.8
海南_白沙,2019-02-27,28.7,17.4,22.7,0.1,0.1,1.0,11.1,23.8,176,18.98,3.76,17.1,19.8,18.5
海南_白沙,2019-02-28,29.8,17.4,23.0,0.0,0.0,0.0,9.0,19.1,170,19.8,4.04,16.0,20.2,18.1
海南_白沙,2019-03-01,29.7,15.9,22.6,0.0,0.0,0.0,12.7,28.1,180,19.63,4.11,14.9,20.0,16.9
海南_白沙,2019-03-02,30.5,17.5,23.7,0.0,0.0,0.0,16.3,37.4,191,20.78,4.64,16.8,19.4,18.0
海南_白沙,2019-03-03,29.4,20.2,24.2,0.2,0.2,2.0,15.2,34.2,148,18.62,3.99,17.8,20.5,19.0
海南_白沙,2019-03-04,29.5,19.7,24.0,0.1,0.1,1.0,17.3,38.9,170,17.07,3.93,18.0,20.1,19.0
海南_白沙,2019-03-05,30.6,21.5,25.0,0.2,0.2,1.0,24.6,55.4,185,19.9,4.96,17.6,20.2,19.1
海南_白沙,2019-03-06,30.2,20.5,24.2,3.0,3.0,6.0,11.9,36.0,209,17.98,3.72,18.4,22.0,20.2
海南_白沙,2019-03-07,28.8,21.4,23.7,3.1,3.1,13.0,12.5,41.4,67,13.59,2.78,20.4,22.0,21.2
海南_白沙,2019-03-08,29.6,21.1,24.3,0.6,0.6,5.0,15.7,36.0,138,16.73,3.57,19.0,22.0,20.8
海南_白沙,2019-03-09,31.2,19.7,24.0,1.1,1.1,5.0,14.5,48.6,227,19.76,4.14,18.2,22.4,20.2
海南_白沙,2019-03-10,27.0,19.5,22.1,4.0,4.0,13.0,11.2,39.2,44,12.5,2.49,18.9,21.8,20.0
海南_白沙,2019-03-11,25.5,19.0,21.2,2.0,2.0,9.0,13.1,27.7,61,10.56,2.16,18.1,19.5,18.7
海南_白沙,2019-03-12,26.3,19.3,22.4,1.9,1.9,10.0,9.4,28.8,66,16.62,3.31,17.4,20.0,18.6
海南_白沙,2019-03-13,28.7,18.9,23.2,2.5,2.5,4.0,7.6,20.9,130,16.24,3.24,18.4,21.2,20.0
海南_白沙,2019-03-14,28.1,19.5,23.1,6.2,6.2,7.0,8.6,27.4,168,17.34,3.42,18.9,21.6,20.6
海南_白沙,2019-03-15,25.1,19.4,21.9,2.5,2.5,13.0,20.1,43.9,67,14.67,2.76,17.5,20.9,19.9
海南_白沙,2019-03-16,27.1,18.9,22.4,0.7,0.7,5.0,15.2,33.1,89,16.39,3.32,17.5,21.0,18.7
海南_白沙,2019-03-17,28.2,18.9,23.6,0.7,0.7,4.0,7.4,18.0,90,17.45,3.56,18.2,20.9,19.6
海南_白沙,2019-03-18,28.6,18.5,23.2,0.0,0.0,0.0,7.7,20.5,209,15.85,3.28,18.3,20.8,19.4
海南_白沙,2019-03-19,30.8,18.2,23.7,0.0,0.0,0.0,14.2,30.6,165,21.64,4.58,17.5,20.6,19.1
海南_白沙,2019-03-20,32.2,17.8,24.5,0.0,0.0,0.0,14.9,34.2,187,23.46,5.33,16.2,19.6,17.8
海南_白沙,2019-03-21,32.4,20.8,25.8,0.0,0.0,0.0,20.1,44.3,189,21.42,5.37,18.0,20.3,19.1
海南_白沙,2019-03-22,33.5,21.7,26.8,0.0,0.0,0.0,16.6,37.1,190,20.32,4.98,18.1,21.1,19.7
海南_白沙,2019-03-23,30.5,20.0,24.0,5.9,5.9,8.0,11.3,28.8,203,17.18,3.56,19.2,22.0,20.6
海南_白沙,2019-03-24,26.9,19.8,22.7,3.0,3.0,13.0,13.9,35.3,76,12.83,2.54,19.3,22.4,20.4
海南_白沙,2019-03-25,27.4,18.7,22.9,1.0,1.0,6.0,10.7,27.0,69,15.93,3.19,18.6,21.4,20.0
海南_白沙,2019-03-26,30.0,19.5,24.2,0.0,0.0,0.0,8.7,27.0,99,19.07,3.94,18.6,21.4,20.2
海南_白沙,2019-03-27,31.1,18.5,24.2,0.0,0.0,0.0,15.5,35.6,175,22.04,4.58,18.0,21.1,19.6
海南_白沙,2019-03-28,31.4,17.6,24.3,0.0,0.0,0.0,10.2,24.1,205,22.86,4.77,16.8,21.0,19.3
海南_白沙,2019-03-29,30.4,20.9,24.1,13.8,13.8,5.0,17.2,42.5,193,16.35,3.39,18.5,22.5,20.5
海南_白沙,2019-03-30,30.1,21.1,24.4,12.0,12.0,6.0,10.5,31.3,191,18.08,3.63,20.6,22.9,21.8
海南_白沙,2019-03-31,30.6,21.1,25.3,0.8,0.8,2.0,9.8,24.5,180,19.94,4.13,20.3,23.0,21.5
海南_白沙,2019-04-01,28.4,19.7,23.7,2.4,2.4,8.0,10.3,27.4,112,18.26,3.63,19.3,22.2,21.1
海南_白沙,2019-04-02,27.8,21.0,23.8,1.7,1.7,11.0,15.0,34.6,107,17.76,3.5,20.2,22.1,20.9
海南_白沙,2019-04-03,28.1,19.2,23.6,1.1,1.1,6.0,11.5,31.7,112,18.56,3.74,18.6,21.9,20.5
海南_白沙,2019-04-04,29.0,20.1,23.6,3.4,3.4,4.0,9.4,23.8,133,15.87,3.23,19.6,22.1,21.0
海南_白沙,2019-04-05,27.4,19.4,23.5,1.3,1.3,8.0,11.7,27.4,107,18.73,3.65,18.9,23.4,20.9
海南_白沙,2019-04-06,30.2,19.4,24.4,1.0,1.0,5.0,8.1,23.8,187,20.57,4.18,19.2,23.2,20.9
海南_白沙,2019-04-07,30.6,20.0,25.3,0.3,0.3,2.0,8.0,24.1,220,21.66,4.44,19.3,22.8,21.1
海南_白沙,2019-04-08,32.5,20.0,26.0,0.0,0.0,0.0,13.4,31.7,188,23.56,5.28,19.3,21.6,20.3
海南_白沙,2019-04-09,33.8,23.0,27.6,0.0,0.0,0.0,18.6,40.0,192,22.89,5.42,19.9,23.0,21.3
海南_白沙,2019-04-10,34.2,22.5,27.7,0.0,0.0,0.0,13.0,28.1,193,22.3,5.2,18.2,23.1,20.9
海南_白沙,2019-04-11,34.2,22.1,27.7,0.0,0.0,0.0,14.1,32.8,189,23.94,5.58,19.0,22.5,20.7
海南_白沙,2019-04-12,32.5,22.4,26.7,2.7,2.7,4.0,15.7,35.6,177,21.34,4.66,20.3,23.2,21.8
海南_白沙,2019-04-13,32.7,22.1,26.9,0.8,0.8,4.0,14.5,32.4,176,18.99,4.22,21.3,23.8,22.4
海南_白沙,2019-04-14,33.2,22.4,26.3,10.4,10.4,4.0,12.1,34.6,176,18.37,3.94,21.5,24.2,22.6
海南_白沙,2019-04-15,30.4,22.5,25.8,2.1,2.1,4.0,8.5,25.6,119,14.9,3.19,22.1,23.3,22.6
海南_白沙,2019-04-16,30.5,21.5,25.5,1.9,1.9,7.0,11.2,27.7,243,18.57,3.86,21.0,23.4,22.4
海南_白沙,2019-04-17,31.5,22.0,25.7,2.7,2.7,7.0,8.2,27.4,149,17.82,3.69,21.7,23.9,22.8
海南_白沙,2019-04-18,32.3,23.8,27.8,0.0,0.0,0.0,27.5,60.1,187,24.34,6.03,21.0,23.0,22.2
海南_白沙,2019-04-19,34.5,25.6,29.3,0.0,0.0,0.0,27.0,60.1,195,25.01,6.76,20.6,23.6,22.5
海南_白沙,2019-04-20,35.6,25.6,29.9,0.0,0.0,0.0,21.7,47.5,191,24.87,6.54,22.1,24.0,23.2
海南_白沙,2019-04-21,35.2,25.7,29.7,0.0,0.0,0.0,23.9,51.5,188,23.94,6.38,22.0,23.6,22.7
海南_白沙,2019-04-22,34.8,25.0,29.1,0.0,0.0,0.0,16.8,41.8,189,24.81,6.13,19.9,23.5,21.8
海南_白沙,2019-04-23,34.7,23.6,28.4,0.0,0.0,0.0,20.7,46.8,190,25.23,6.28,18.5,22.2,20.4
海南_白沙,2019-04-24,35.7,21.4,28.3,0.0,0.0,0.0,13.0,30.6,187,23.86,5.61,20.0,24.0,21.1
海南_白沙,2019-04-25,35.4,23.5,29.0,0.1,0.1,1.0,20.6,44.6,194,24.94,6.23,18.2,24.0,20.4
海南_白沙,2019-04-26,33.8,22.4,28.1,0.0,0.0,0.0,12.3,29.9,181,21.36,5.1,19.4,24.6,21.1
海南_白沙,2019-04-27,33.4,23.2,27.6,0.0,0.0,0.0,16.9,39.6,174,23.36,5.62,17.1,22.4,20.1
海南_白沙,2019-04-28,33.5,22.5,27.7,0.3,0.3,1.0,15.1,37.1,185,23.59,5.64,17.3,20.3,19.5
海南_白沙,2019-04-29,34.8,24.5,28.7,0.1,0.1,1.0,19.2,41.4,191,23.15,6.3,17.9,21.0,20.0
海南_白沙,2019-04-30,34.5,23.9,27.5,2.7,2.7,5.0,15.6,40.3,190,22.44,5.22,17.8,23.3,21.4
海南_白沙,2019-05-01,29.4,23.4,25.5,5.2,5.2,7.0,9.5,33.1,339,16.75,3.46,21.4,23.2,22.5
海南_白沙,2019-05-02,30.2,22.1,25.0,22.2,22.2,10.0,11.2,31.0,30,17.77,3.59,21.5,23.5,22.6
海南_白沙,2019-05-03,27.1,23.2,24.8,3.1,3.1,12.0,11.2,27.4,79,14.14,2.82,22.1,24.0,23.0
海南_白沙,2019-05-04,29.6,22.7,25.6,17.1,17.1,11.0,14.1,32.4,151,12.24,2.62,22.0,24.9,23.5
海南_白沙,2019-05-05,32.5,24.0,27.5,5.1,5.1,2.0,12.7,37.8,202,20.88,4.48,23.0,25.5,24.1
海南_白沙,2019-05-06,32.8,24.2,27.7,4.5,4.5,3.0,9.6,29.2,188,19.96,4.35,22.6,25.5,24.2
海南_白沙,2019-05-07,30.2,24.1,26.3,12.3,12.3,8.0,9.4,24.1,135,13.65,2.9,23.4,25.2,24.2
海南_白沙,2019-05-08,30.2,23.2,25.5,24.7,24.7,9.0,10.2,31.0,142,13.85,2.85,22.6,25.1,23.8
海南_白沙,2019-05-09,27.8,23.5,24.7,13.8,13.8,13.0,7.0,32.0,65,11.44,2.33,23.0,25.6,23.5
海南_白沙,2019-05-10,27.8,23.1,25.0,5.7,5.7,16.0,12.4,27.0,63,15.24,3.09,22.5,23.6,22.9
海南_白沙,2019-05-11,28.0,22.5,25.1,0.0,0.0,0.0,14.8,33.8,92,18.68,3.65,22.1,23.3,22.7
海南_白沙,2019-05-12,30.4,21.2,25.7,1.1,1.1,6.0,11.1,28.1,130,19.1,3.89,21.0,24.4,22.9
海南_白沙,2019-05-13,30.9,22.4,26.0,4.2,4.2,6.0,6.8,20.9,157,21.48,4.38,21.9,24.0,23.0
海南_白沙,2019-05-14,31.0,22.5,26.1,8.1,8.1,6.0,12.0,33.8,179,21.53,4.38,21.9,24.9,23.4
海南_白沙,2019-05-15,32.6,24.4,28.0,0.1,0.1,1.0,17.7,38.9,184,24.97,5.35,22.5,25.9,23.6
海南_白沙,2019-05-16,32.5,24.9,28.1,0.1,0.1,1.0,18.3,40.7,189,25.65,5.56,22.8,24.0,23.5
海南_白沙,2019-05-17,33.3,25.6,28.9,0.0,0.0,0.0,16.5,40.7,199,26.68,6.23,21.9,24.3,23.1
海南_白沙,2019-05-18,33.8,26.1,29.6,0.0,0.0,0.0,19.9,47.2,203,26.19,6.46,20.5,24.6,22.9
海南_白沙,2019-05-19,33.8,26.2,29.6,0.0,0.0,0.0,18.9,42.5,192,26.86,6.38,21.5,24.6,23.2
海南_白沙,2019-05-20,34.6,25.1,29.1,0.4,0.4,2.0,14.6,33.1,191,24.53,5.58,21.6,25.0,23.2
海南_白沙,2019-05-21,30.6,24.7,27.0,17.8,17.8,5.0,10.0,27.0,107,14.68,3.06,23.1,25.4,24.4
海南_白沙,2019-05-22,29.2,22.6,25.7,6.5,6.5,8.0,11.8,30.2,281,17.28,3.39,22.0,25.6,23.7
海南_白沙,2019-05-23,30.6,22.8,26.0,7.0,7.0,7.0,8.8,26.3,261,21.02,4.25,22.2,24.5,23.4
海南_白沙,2019-05-24,30.8,22.8,26.2,7.5,7.5,7.0,7.1,26.3,174,19.3,3.95,21.9,24.5,23.3
海南_白沙,2019-05-25,31.4,24.2,27.0,5.3,5.3,2.0,16.9,39.2,181,20.77,4.49,22.1,24.1,23.0
海南_白沙,2019-05-26,31.7,25.0,27.9,0.2,0.2,1.0,15.5,41.0,184,21.75,4.9,22.6,24.0,23.1
海南_白沙,2019-05-27,31.5,25.0,27.5,2.0,2.0,5.0,12.2,28.8,166,19.09,4.12,22.9,25.6,23.8
海南_白沙,2019-05-28,30.8,23.5,26.6,5.7,5.7,7.0,10.6,25.2,173,16.06,3.42,22.8,24.5,23.6
海南_白沙,2019-05-29,29.9,23.4,25.8,8.0,8.0,9.0,7.9,25.6,171,14.19,2.94,22.7,24.2,23.6
海南_白沙,2019-05-30,28.2,23.2,25.7,4.0,4.0,10.0,8.1,29.9,192,10.81,2.28,22.5,24.6,23.5
海南_白沙,2019-05-31,30.4,22.9,25.9,4.3,4.3,4.0,8.1,29.9,183,14.99,3.2,22.2,24.4,23.2
海南_白沙,2019-06-01,30.4,23.7,26.7,0.1,0.1,1.0,16.9,38.9,188,22.05,4.55,22.3,23.8,23.1
海南_白沙,2019-06-02,30.0,24.0,26.5,2.9,2.9,5.0,10.8,34.2,207,14.45,3.11,22.6,24.1,23.4
海南_白沙,2019-06-03,31.3,24.6,27.3,1.0,1.0,3.0,10.2,39.6,200,18.91,4.03,22.7,25.0,23.6
海南_白沙,2019-06-04,32.0,25.1,28.0,0.2,0.2,1.0,13.7,37.1,188,22.82,4.94,22.5,25.8,23.6
海南_白沙,2019-06-05,32.8,25.6,28.4,0.0,0.0,0.0,18.6,42.1,182,25.6,5.86,22.2,23.5,22.9
海南_白沙,2019-06-06,32.5,23.8,28.2,0.0,0.0,0.0,15.5,34.9,181,24.67,5.45,22.2,23.8,23.0
海南_白沙,2019-06-07,32.5,23.4,27.9,0.0,0.0,0.0,13.7,33.1,191,25.77,5.66,21.6,23.4,22.5
海南_白沙,2019-06-08,32.7,22.8,27.8,0.0,0.0,0.0,15.6,34.9,192,25.82,5.75,21.9,23.4,22.5
海南_白沙,2019-06-09,32.8,25.0,28.4,0.0,0.0,0.0,17.8,41.0,191,26.28,5.94,22.1,24.2,23.2
海南_白沙,2019-06-10,33.7,25.3,29.1,0.0,0.0,0.0,17.1,39.2,197,26.83,6.2,20.9,24.2,23.0
海南_白沙,2019-06-11,34.1,25.2,29.3,0.3,0.3,3.0,13.4,31.3,194,23.75,5.53,21.9,25.5,23.6
海南_白沙,2019-06-12,33.1,26.0,29.2,0.5,0.5,2.0,16.3,39.2,198,24.23,5.59,22.4,24.5,23.4
海南_白沙,2019-06-13,33.8,26.4,29.7,1.3,1.3,3.0,17.1,45.0,221,23.63,5.66,21.5,24.6,23.2
海南_白沙,2019-06-14,30.0,27.0,28.4,2.2,2.2,8.0,16.1,36.4,225,9.28,2.6,22.5,24.9,23.9
海南_白沙,2019-06-15,31.1,24.9,28.0,0.7,0.7,6.0,7.0,29.5,191,7.92,2.01,23.8,25.0,24.4
海南_白沙,2019-06-16,33.4,26.0,29.0,0.0,0.0,0.0,10.5,31.0,198,18.28,4.24,22.9,25.2,23.9
海南_白沙,2019-06-17,31.9,25.7,27.8,0.7,0.7,2.0,13.8,31.7,189,15.0,3.53,22.6,25.5,23.6
海南_白沙,2019-06-18,31.8,24.9,27.9,1.4,1.4,5.0,9.4,23.4,175,19.54,4.28,22.4,24.5,23.6
海南_白沙,2019-06-19,33.3,24.2,28.3,1.9,1.9,11.0,8.4,19.4,181,23.06,4.96,22.0,25.0,23.5
海南_白沙,2019-06-20,33.5,25.0,29.1,0.9,0.9,6.0,14.8,33.5,185,23.46,5.31,22.9,25.3,23.9
海南_白沙,2019-06-21,34.0,26.0,29.7,0.2,0.2,1.0,19.2,42.5,188,25.38,6.12,23.5,24.2,23.7
海南_白沙,2019-06-22,35.0,26.5,30.1,0.0,0.0,0.0,21.2,45.7,189,26.4,6.69,23.0,24.2,23.5
海南_白沙,2019-06-23,35.5,26.5,30.4,0.0,0.0,0.0,27.0,60.5,188,25.76,6.62,22.5,25.0,23.3
海南_白沙,2019-06-24,34.5,26.8,30.2,0.1,0.1,1.0,13.2,30.2,194,21.15,5.15,22.4,24.9,23.8
海南_白沙,2019-06-25,33.8,25.6,29.4,0.1,0.1,1.0,12.8,31.3,191,17.55,4.35,22.3,24.6,23.5
海南_白沙,2019-06-26,33.2,26.2,29.6,0.5,0.5,2.0,15.8,40.7,204,21.73,5.3,22.5,23.9,23.3
海南_白沙,2019-06-27,33.8,27.0,30.1,0.4,0.4,1.0,17.1,45.0,204,23.92,6.14,22.0,23.4,22.8
海南_白沙,2019-06-28,34.7,26.9,30.4,0.6,0.6,5.0,18.5,43.2,201,24.82,6.51,22.1,23.4,22.8
海南_白沙,2019-06-29,34.2,26.6,30.4,0.1,0.1,1.0,16.1,40.0,202,22.95,5.98,21.5,23.6,22.6
海南_白沙,2019-06-30,34.0,26.5,29.4,4.8,4.8,6.0,14.4,38.9,236,18.64,4.58,22.4,24.2,23.2
海南_白沙,2019-07-01,29.1,25.0,26.7,24.0,24.0,14.0,17.1,37.1,289,10.77,2.37,22.0,25.3,23.9
海南_白沙,2019-07-02,27.5,23.9,25.1,43.8,43.8,22.0,20.1,51.5,17,9.78,1.93,23.5,25.4,24.1
海南_白沙,2019-07-03,28.9,24.7,26.1,21.7,21.7,24.0,24.9,57.2,144,15.28,3.35,21.5,24.4,23.5
海南_白沙,2019-07-04,31.1,25.1,27.5,0.1,0.1,1.0,23.5,54.7,185,25.82,5.77,20.5,23.2,22.2
海南_白沙,2019-07-05,32.8,23.9,27.6,0.0,0.0,0.0,16.2,37.1,193,25.48,5.54,20.5,23.6,22.4
海南_白沙,2019-07-06,32.1,24.9,28.3,0.5,0.5,2.0,14.5,36.0,201,25.1,5.54,21.6,25.0,23.4
海南_白沙,2019-07-07,32.1,25.8,28.6,0.5,0.5,1.0,16.7,40.7,198,24.63,5.6,22.5,24.1,23.3
海南_白沙,2019-07-08,32.4,26.4,28.9,0.8,0.8,2.0,18.0,44.3,198,25.92,6.16,21.0,24.0,22.7
海南_白沙,2019-07-09,33.2,26.1,29.2,0.0,0.0,0.0,17.7,39.6,207,24.51,5.96,20.5,24.1,22.9
海南_白沙,2019-07-10,31.4,26.2,28.6,0.2,0.2,2.0,17.5,47.9,215,18.81,4.55,22.7,24.2,23.3
海南_白沙,2019-07-11,32.5,25.9,28.7,0.1,0.1,1.0,13.0,35.3,199,21.42,4.99,22.7,24.0,23.3
海南_白沙,2019-07-12,33.0,26.0,29.1,0.0,0.0,0.0,17.8,41.0,196,24.06,5.93,21.4,23.5,22.6
海南_白沙,2019-07-13,33.5,26.4,29.5,0.0,0.0,0.0,18.7,47.5,201,26.05,6.42,21.3,23.4,22.7
海南_白沙,2019-07-14,33.9,26.9,29.9,0.0,0.0,0.0,18.5,43.9,204,24.09,5.99,21.9,24.5,23.1
海南_白沙,2019-07-15,33.8,25.9,29.1,0.1,0.1,1.0,15.8,34.9,186,23.05,5.41,22.2,25.2,23.5
海南_白沙,2019-07-16,33.1,24.1,28.8,0.2,0.2,2.0,9.0,22.0,169,23.52,5.16,21.6,25.2,23.1
海南_白沙,2019-07-17,32.8,24.5,28.6,2.9,2.9,7.0,10.2,25.2,281,21.33,4.6,22.8,25.4,23.9
海南_白沙,2019-07-18,34.2,25.4,29.2,0.0,0.0,0.0,13.8,32.4,238,19.06,4.63,20.9,24.7,23.0
海南_白沙,2019-07-19,34.0,24.8,29.4,0.3,0.3,2.0,12.4,29.9,195,22.26,5.26,22.4,24.6,23.4
海南_白沙,2019-07-20,34.1,26.1,29.8,0.3,0.3,3.0,12.1,29.2,191,23.18,5.45,22.0,25.3,23.2
