station,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,dewpoint_2m_min,dewpoint_2m_max,dewpoint_2m_mean
海南_乐东,2019-01-14,28.0,18.1,22.8,1.0,1.0,5.0,10.2,21.2,70,15.46,3.13,15.4,20.0,17.9
海南_乐东,2019-01-15,27.5,17.2,22.1,0.0,0.0,0.0,14.0,28.8,49,15.48,3.34,14.1,19.0,16.5
海南_乐东,2019-01-16,25.9,17.8,21.4,0.7,0.7,5.0,15.5,33.1,45,14.99,3.29,14.1,17.0,15.9
海南_乐东,2019-01-17,23.0,16.8,19.1,0.1,0.1,1.0,15.5,32.0,47,9.85,2.45,13.1,14.5,13.8
海南_乐东,2019-01-18,25.5,15.2,19.8,0.0,0.0,0.0,12.7,27.7,49,14.31,2.93,13.0,16.5,14.3
海南_乐东,2019-01-19,27.4,14.9,20.8,0.5,0.5,4.0,13.6,30.2,65,17.19,3.39,13.9,18.6,16.3
海南_乐东,2019-01-20,28.0,16.4,21.8,0.5,0.5,3.0,10.5,22.0,29,16.41,3.33,15.2,18.9,16.9
海南_乐东,2019-01-21,24.1,17.4,20.5,0.0,0.0,0.0,16.1,34.6,41,13.64,3.01,12.9,18.2,15.6
海南_乐东,2019-01-22,23.8,15.1,18.8,0.0,0.0,0.0,13.0,27.4,49,15.42,3.23,11.8,13.5,12.6
海南_乐东,2019-01-23,23.3,15.7,18.9,0.2,0.2,2.0,17.8,35.6,143,10.81,2.21,12.4,16.6,14.2
海南_乐东,2019-01-24,24.5,14.4,19.8,0.0,0.0,0.0,13.8,26.3,271,15.57,3.07,12.2,16.4,14.4
海南_乐东,2019-01-25,26.8,12.6,20.2,0.0,0.0,0.0,7.9,18.0,48,16.28,3.19,10.5,15.6,13.7
海南_乐东,2019-01-26,26.0,13.0,19.9,0.0,0.0,0.0,17.6,32.8,47,19.19,4.27,9.2,14.2,11.6
海南_乐东,2019-01-27,26.3,14.5,20.0,0.0,0.0,0.0,12.9,28.1,50,18.26,3.62,9.9,14.9,13.1
海南_乐东,2019-01-28,26.1,15.3,20.3,0.1,0.1,1.0,11.4,24.1,61,13.18,2.7,14.2,17.6,15.6
海南_乐东,2019-01-29,27.5,15.5,21.0,0.0,0.0,0.0,17.7,33.5,55,16.9,3.69,12.9,16.0,14.6
海南_乐东,2019-01-30,27.5,14.8,21.5,0.0,0.0,0.0,11.8,24.5,75,16.17,3.42,12.6,15.9,14.1
海南_乐东,2019-01-31,28.2,15.3,21.2,0.0,0.0,0.0,19.6,38.2,70,14.57,3.09,13.4,17.8,15.6
海南_乐东,2019-02-01,27.4,15.0,20.9,0.0,0.0,0.0,10.6,26.3,55,16.01,3.3,12.9,17.5,15.0
海南_乐东,2019-02-02,28.2,14.7,21.3,0.0,0.0,0.0,14.8,30.2,249,16.35,3.49,13.9,18.2,15.5
海南_乐东,2019-02-03,29.9,16.9,23.0,0.1,0.1,1.0,18.1,34.9,214,18.06,3.77,16.2,19.9,17.5
海南_乐东,2019-02-04,29.8,18.2,23.6,0.0,0.0,0.0,13.6,29.5,236,13.9,3.12,15.6,19.9,18.2
海南_乐东,2019-02-05,30.1,18.8,23.6,0.0,0.0,0.0,16.3,33.5,192,15.91,3.56,15.8,20.2,18.4
海南_乐东,2019-02-06,29.8,18.9,23.3,0.0,0.0,0.0,14.4,31.7,183,19.12,4.08,16.0,20.0,18.1
海南_乐东,2019-02-07,32.0,19.2,24.3,0.0,0.0,0.0,14.9,32.8,201,18.88,4.12,18.2,21.0,19.3
海南_乐东,2019-02-08,31.8,21.1,25.1,0.0,0.0,0.0,15.3,33.8,193,19.86,4.32,18.8,21.1,20.0
海南_乐东,2019-02-09,31.8,21.7,25.3,0.0,0.0,0.0,14.6,32.8,180,19.76,4.36,17.3,20.9,19.1
海南_乐东,2019-02-10,31.9,21.0,25.3,0.1,0.1,1.0,13.0,28.8,124,16.4,3.93,16.4,20.0,18.7
海南_乐东,2019-02-11,30.6,18.8,24.2,0.0,0.0,0.0,17.8,37.1,63,19.1,4.22,14.1,18.9,17.3
海南_乐东,2019-02-12,30.5,16.7,23.4,0.0,0.0,0.0,14.4,32.8,61,20.24,4.3,12.8,18.1,15.9
海南_乐东,2019-02-13,31.6,16.7,23.8,0.1,0.1,1.0,13.7,29.2,342,19.84,4.27,13.6,18.7,16.3
海南_乐东,2019-02-14,30.0,16.1,22.9,0.0,0.0,0.0,14.5,26.6,89,20.73,4.42,12.6,17.7,15.5
海南_乐东,2019-02-15,31.0,16.8,23.3,0.0,0.0,0.0,12.2,27.7,169,19.31,4.34,12.8,18.0,15.9
海南_乐东,2019-02-16,31.3,18.2,24.0,0.0,0.0,0.0,15.6,31.7,174,20.16,4.55,13.6,18.7,16.8
海南_乐东,2019-02-17,29.7,19.2,24.0,0.7,0.7,4.0,17.2,36.0,151,16.42,3.77,15.9,20.4,18.4
海南_乐东,2019-02-18,25.3,20.9,22.9,18.1,18.1,16.0,17.0,41.4,187,11.89,2.25,18.9,22.0,20.5
海南_乐东,2019-02-19,27.8,22.4,24.4,3.5,3.5,12.0,11.9,28.8,165,14.5,2.88,21.2,23.0,21.8
海南_乐东,2019-02-20,29.2,20.4,24.3,0.0,0.0,0.0,14.4,29.5,172,19.16,3.92,19.6,21.7,20.5
海南_乐东,2019-02-21,29.5,20.2,24.2,0.0,0.0,0.0,14.2,28.8,188,18.95,3.88,19.8,20.8,20.3
海南_乐东,2019-02-22,27.0,19.1,23.1,2.7,2.7,7.0,13.3,28.8,146,14.57,2.91,18.5,22.2,20.0
海南_乐东,2019-02-23,28.3,20.5,23.7,0.4,0.4,1.0,18.8,37.4,176,16.15,3.33,18.9,20.9,20.0
海南_乐东,2019-02-24,28.0,19.5,22.9,0.8,0.8,5.0,11.7,24.8,276,16.89,3.4,17.2,20.6,19.2
海南_乐东,2019-02-25,28.5,17.9,22.6,1.2,1.2,9.0,13.3,28.4,302,16.39,3.32,17.4,21.1,19.3
海南_乐东,2019-02-26,28.2,20.2,23.5,1.1,1.1,5.0,14.3,29.9,151,16.75,3.4,19.5,20.7,20.2
海南_乐东,2019-02-27,29.6,19.5,23.9,0.0,0.0,0.0,9.6,21.6,130,20.0,4.11,17.5,20.0,18.9
海南_乐东,2019-02-28,30.1,17.8,23.3,0.0,0.0,0.0,12.2,26.3,107,19.17,4.02,16.5,19.2,17.9
海南_乐东,2019-03-01,30.2,17.6,22.9,0.1,0.1,1.0,18.9,37.8,133,18.63,3.99,15.9,20.1,18.1
海南_乐东,2019-03-02,28.9,19.0,23.4,0.3,0.3,3.0,16.5,34.2,169,17.2,3.71,18.1,19.9,18.9
海南_乐东,2019-03-03,29.9,20.0,24.4,0.0,0.0,0.0,8.9,20.9,221,17.52,3.72,18.9,21.0,19.7
海南_乐东,2019-03-04,29.5,20.0,24.3,0.1,0.1,1.0,21.0,41.8,163,17.23,3.9,18.2,20.9,19.7
海南_乐东,2019-03-05,29.5,21.9,24.8,0.2,0.2,2.0,18.9,38.5,174,14.49,3.29,19.3,20.5,19.9
海南_乐东,2019-03-06,30.6,20.7,24.9,0.4,0.4,3.0,14.1,36.4,205,18.9,4.07,19.3,21.8,20.5
海南_乐东,2019-03-07,30.6,20.2,24.3,1.6,1.6,7.0,11.9,30.6,210,15.69,3.29,19.5,22.1,21.0
海南_乐东,2019-03-08,30.1,22.4,25.3,0.4,0.4,4.0,17.3,34.2,176,17.41,3.89,18.5,22.0,20.6
海南_乐东,2019-03-09,29.5,20.1,24.7,0.7,0.7,3.0,16.5,42.1,189,14.71,3.27,19.2,22.5,20.9
海南_乐东,2019-03-10,30.1,22.1,25.4,2.1,2.1,9.0,13.9,38.9,264,16.66,3.51,20.8,22.5,21.6
海南_乐东,2019-03-11,26.9,22.4,24.0,8.5,8.5,18.0,10.2,27.0,265,12.3,2.51,20.0,22.3,21.3
海南_乐东,2019-03-12,28.6,21.0,24.0,0.3,0.3,3.0,12.9,25.9,257,16.15,3.38,18.8,20.9,19.9
海南_乐东,2019-03-13,29.2,19.7,23.9,1.3,1.3,4.0,9.8,22.3,53,17.75,3.67,18.5,21.1,19.8
海南_乐东,2019-03-14,29.0,21.0,24.4,2.3,2.3,5.0,11.0,25.2,345,17.28,3.55,20.1,22.0,21.1
海南_乐东,2019-03-15,30.0,20.1,23.7,6.8,6.8,6.0,12.0,24.8,43,17.5,3.59,18.4,22.0,20.0
海南_乐东,2019-03-16,28.3,19.4,23.5,0.9,0.9,6.0,8.5,18.4,28,18.47,3.76,17.6,20.9,19.1
海南_乐东,2019-03-17,30.2,20.0,24.6,0.0,0.0,0.0,9.1,20.5,104,19.86,4.13,18.0,20.6,19.5
海南_乐东,2019-03-18,28.8,18.6,23.8,0.0,0.0,0.0,7.0,16.9,308,15.39,3.23,18.4,21.4,19.7
海南_乐东,2019-03-19,30.7,19.4,24.4,0.0,0.0,0.0,12.7,27.4,135,22.11,4.7,18.6,20.4,19.3
海南_乐东,2019-03-20,30.8,18.8,24.3,0.0,0.0,0.0,13.0,27.7,183,22.62,4.75,17.9,21.0,19.5
海南_乐东,2019-03-21,30.6,19.9,24.7,0.0,0.0,0.0,14.4,31.7,175,21.83,4.61,19.2,21.5,20.3
海南_乐东,2019-03-22,32.2,21.0,25.8,0.0,0.0,0.0,13.7,30.2,189,22.18,4.8,19.9,22.5,21.2
海南_乐东,2019-03-23,32.7,21.5,26.2,0.7,0.7,5.0,12.0,27.7,109,19.68,4.3,19.8,22.6,21.2
海南_乐东,2019-03-24,29.1,20.5,24.6,1.3,1.3,8.0,9.3,23.0,99,14.91,3.23,19.3,21.3,20.1
海南_乐东,2019-03-25,30.0,19.0,24.3,0.2,0.2,2.0,13.9,29.2,249,18.44,3.85,17.8,21.8,19.6
海南_乐东,2019-03-26,31.9,20.3,25.5,0.0,0.0,0.0,9.8,21.6,139,20.09,4.33,17.7,22.0,20.0
海南_乐东,2019-03-27,32.2,20.0,25.3,0.0,0.0,0.0,12.8,25.9,149,22.24,4.89,17.8,20.8,19.3
海南_乐东,2019-03-28,31.2,18.2,24.7,0.0,0.0,0.0,13.7,29.9,173,22.5,4.9,17.8,20.8,19.1
海南_乐东,2019-03-29,30.8,21.0,26.0,0.4,0.4,2.0,15.5,36.0,203,17.92,4.03,19.7,22.1,20.8
海南_乐东,2019-03-30,31.3,23.2,26.3,7.3,7.3,6.0,9.9,29.2,8,16.78,3.54,21.7,23.5,22.5
海南_乐东,2019-03-31,32.2,22.6,27.0,0.0,0.0,0.0,13.4,28.8,174,20.65,4.68,19.4,22.8,21.2
海南_乐东,2019-04-01,29.9,21.3,25.3,2.1,2.1,6.0,9.2,30.2,28,17.5,3.66,20.5,22.2,21.2
海南_乐东,2019-04-02,30.0,20.7,25.2,0.6,0.6,5.0,8.0,22.0,66,18.06,3.84,19.6,21.4,20.4
海南_乐东,2019-04-03,30.9,20.0,25.3,1.0,1.0,7.0,7.7,24.5,37,19.99,4.16,19.1,22.1,20.5
海南_乐东,2019-04-04,30.8,20.5,24.9,10.3,10.3,6.0,11.6,26.6,32,16.19,3.41,19.6,22.4,21.1
海南_乐东,2019-04-05,30.4,20.2,24.4,2.1,2.1,5.0,11.4,26.3,39,18.17,3.69,19.5,22.5,21.2
海南_乐东,2019-04-06,30.5,20.9,25.3,0.2,0.2,2.0,9.5,21.2,225,20.48,4.29,20.6,22.0,21.4
海南_乐东,2019-04-07,31.3,21.2,25.7,0.0,0.0,0.0,13.3,27.7,213,20.6,4.5,19.9,22.2,21.1
海南_乐东,2019-04-08,31.5,21.5,26.2,0.1,0.1,1.0,14.1,28.1,180,22.0,4.83,19.4,21.7,20.8
海南_乐东,2019-04-09,32.8,23.0,26.9,0.3,0.3,3.0,14.9,31.3,190,23.28,5.09,21.4,22.9,21.9
海南_乐东,2019-04-10,33.5,20.9,26.5,0.0,0.0,0.0,13.8,29.5,201,22.86,5.08,20.3,22.4,21.6
海南_乐东,2019-04-11,33.3,21.4,27.0,0.0,0.0,0.0,14.4,31.7,188,23.76,5.35,18.5,22.9,21.0
海南_乐东,2019-04-12,33.6,23.2,27.9,0.5,0.5,2.0,14.6,31.7,163,20.36,4.84,20.5,22.9,22.0
海南_乐东,2019-04-13,32.8,24.1,28.1,0.8,0.8,8.0,13.9,31.7,165,19.22,4.43,22.4,23.5,22.8
海南_乐东,2019-04-14,33.7,23.2,28.1,0.3,0.3,3.0,13.6,31.0,174,19.49,4.59,21.8,24.2,22.8
海南_乐东,2019-04-15,32.0,22.9,27.2,4.1,4.1,5.0,9.5,26.3,75,17.48,3.77,22.1,23.9,22.8
海南_乐东,2019-04-16,32.7,22.8,27.1,1.2,1.2,3.0,15.8,33.1,284,17.73,3.87,22.0,24.0,22.8
海南_乐东,2019-04-17,32.7,23.6,27.9,0.3,0.3,3.0,12.2,28.1,186,20.59,4.57,22.5,23.7,23.0
海南_乐东,2019-04-18,32.6,23.7,27.8,0.4,0.4,3.0,19.8,43.6,177,19.51,4.53,22.5,24.0,23.1
海南_乐东,2019-04-19,34.7,24.8,28.9,0.2,0.2,2.0,19.5,42.5,194,21.69,5.15,23.6,25.0,24.1
海南_乐东,2019-04-20,35.3,25.2,29.6,0.0,0.0,0.0,18.3,38.5,191,23.7,5.64,23.3,25.3,24.4
海南_乐东,2019-04-21,35.2,26.0,29.4,0.1,0.1,1.0,18.8,38.9,167,22.28,5.36,22.1,25.1,23.7
海南_乐东,2019-04-22,33.3,25.4,28.8,0.0,0.0,0.0,14.8,33.1,177,23.74,5.41,20.0,24.5,22.6
海南_乐东,2019-04-23,33.5,23.5,28.2,0.1,0.1,1.0,15.2,33.8,172,24.19,5.55,19.4,23.0,21.4
海南_乐东,2019-04-24,34.0,23.0,27.6,0.0,0.0,0.0,15.5,34.2,188,24.06,5.47,20.9,22.9,21.9
海南_乐东,2019-04-25,34.0,23.0,27.9,0.0,0.0,0.0,14.8,32.4,186,24.83,5.72,19.1,22.8,21.3
海南_乐东,2019-04-26,33.2,22.6,27.6,0.0,0.0,0.0,14.6,32.0,188,22.11,5.16,20.5,21.7,21.1
海南_乐东,2019-04-27,32.8,24.8,27.9,0.1,0.1,1.0,15.0,32.4,172,22.17,5.3,18.1,22.4,20.6
海南_乐东,2019-04-28,33.1,21.9,27.4,0.2,0.2,1.0,16.2,33.8,171,23.81,5.49,19.6,21.9,20.6
海南_乐东,2019-04-29,33.3,22.9,27.9,0.0,0.0,0.0,17.3,37.1,182,22.38,5.29,20.5,22.5,21.4
海南_乐东,2019-04-30,33.5,24.5,28.4,0.1,0.1,1.0,15.7,34.6,191,23.65,5.46,20.9,23.2,21.9
海南_乐东,2019-05-01,31.9,23.7,27.5,1.8,1.8,5.0,18.2,36.0,245,19.55,4.21,21.5,24.2,22.7
海南_乐东,2019-05-02,31.0,24.4,27.0,12.4,12.4,8.0,10.7,28.4,16,16.4,3.48,22.0,24.2,23.1
海南_乐东,2019-05-03,29.0,23.5,26.0,14.8,14.8,10.0,9.2,25.2,41,16.07,3.29,22.4,23.9,23.2
海南_乐东,2019-05-04,29.9,23.0,26.3,9.9,9.9,11.0,14.4,29.2,166,12.35,2.66,22.0,24.9,23.7
海南_乐东,2019-05-05,31.7,25.0,28.1,2.0,2.0,12.0,13.3,32.0,200,19.19,4.12,23.8,25.6,24.6
海南_乐东,2019-05-06,33.3,24.6,29.2,0.3,0.3,1.0,12.3,26.3,225,21.69,4.84,23.1,24.9,24.0
海南_乐东,2019-05-07,30.5,24.8,27.2,12.7,12.7,13.0,9.7,20.5,62,13.29,2.91,23.7,25.9,24.6
海南_乐东,2019-05-08,29.6,24.0,26.8,6.6,6.6,7.0,10.7,29.2,25,13.82,2.91,23.0,25.4,24.3
海南_乐东,2019-05-09,29.6,23.9,25.9,12.7,12.7,14.0,8.5,30.6,58,11.06,2.36,22.9,25.2,23.9
海南_乐东,2019-05-10,29.8,24.0,26.0,32.0,32.0,17.0,11.5,23.0,274,14.59,3.09,23.0,24.8,23.7
海南_乐东,2019-05-11,30.5,23.6,26.3,18.1,18.1,19.0,11.2,23.8,293,17.32,3.61,22.8,24.5,23.5
海南_乐东,2019-05-12,30.9,22.4,26.3,7.8,7.8,9.0,11.6,25.2,338,18.26,3.76,21.5,25.1,23.5
海南_乐东,2019-05-13,30.8,23.0,26.7,5.8,5.8,10.0,10.5,23.4,26,20.45,4.21,22.4,25.0,23.7
海南_乐东,2019-05-14,31.1,23.1,27.2,2.4,2.4,9.0,12.4,27.7,155,21.6,4.46,22.4,26.0,24.0
海南_乐东,2019-05-15,31.4,24.6,28.1,4.7,4.7,11.0,13.0,32.4,183,21.97,4.54,23.5,25.8,24.8
海南_乐东,2019-05-16,31.0,25.1,28.1,3.2,3.2,11.0,17.7,34.6,184,22.34,4.61,24.6,25.9,25.1
海南_乐东,2019-05-17,31.5,25.2,28.5,1.3,1.3,7.0,17.3,34.6,205,24.41,5.01,23.3,26.5,24.9
海南_乐东,2019-05-18,32.2,25.3,28.9,0.0,0.0,0.0,16.6,33.5,212,25.37,5.32,23.4,25.5,24.4
海南_乐东,2019-05-19,32.8,24.9,28.9,0.1,0.1,1.0,16.5,33.1,215,25.63,5.45,23.9,25.9,24.6
海南_乐东,2019-05-20,34.0,25.0,29.6,0.0,0.0,0.0,13.0,28.1,240,24.8,5.41,23.4,26.2,24.4
海南_乐东,2019-05-21,32.7,25.0,28.2,2.6,2.6,6.0,9.7,25.2,59,22.47,4.73,23.5,26.1,24.7
海南_乐东,2019-05-22,30.2,24.5,26.6,14.4,14.4,5.0,6.4,25.2,86,15.39,3.18,22.8,24.8,23.9
海南_乐东,2019-05-23,30.9,24.0,26.4,17.0,17.0,14.0,7.6,24.8,62,18.64,3.82,23.4,24.6,24.0
海南_乐东,2019-05-24,30.5,24.1,26.7,9.7,9.7,11.0,11.2,29.2,176,17.4,3.55,23.0,26.0,24.2
海南_乐东,2019-05-25,29.1,24.5,26.6,10.2,10.2,10.0,14.0,30.6,165,15.22,3.1,23.5,25.6,24.3
海南_乐东,2019-05-26,31.0,25.2,27.7,5.1,5.1,13.0,13.3,37.8,172,18.69,3.94,23.6,25.8,24.5
海南_乐东,2019-05-27,31.3,25.1,27.8,8.8,8.8,11.0,9.4,33.8,173,17.07,3.54,24.0,26.7,24.9
海南_乐东,2019-05-28,29.9,23.8,26.9,5.4,5.4,9.0,10.8,24.5,12,16.54,3.45,22.9,25.5,24.3
海南_乐东,2019-05-29,30.5,24.0,26.8,7.8,7.8,9.0,11.1,27.0,239,14.23,2.94,23.1,25.9,24.5
海南_乐东,2019-05-30,29.4,24.5,26.7,7.9,7.9,15.0,5.9,29.9,169,12.6,2.65,23.5,25.8,24.3
海南_乐东,2019-05-31,30.3,24.2,27.2,4.1,4.1,14.0,8.7,28.8,200,17.25,3.6,23.0,26.6,24.4
海南_乐东,2019-06-01,29.4,24.9,26.8,7.9,7.9,14.0,9.7,33.1,184,14.57,2.95,23.6,26.1,24.6
海南_乐东,2019-06-02,28.6,24.8,26.5,10.4,10.4,15.0,12.2,33.5,213,12.97,2.61,23.5,26.1,24.7
海南_乐东,2019-06-03,30.4,25.2,27.3,6.4,6.4,16.0,13.0,31.7,204,15.33,3.26,23.6,25.5,24.5
海南_乐东,2019-06-04,31.5,24.9,28.2,2.5,2.5,7.0,12.5,30.6,185,23.11,4.87,23.1,25.3,24.2
海南_乐东,2019-06-05,31.3,24.9,27.9,0.9,0.9,8.0,16.0,32.0,163,23.21,4.84,24.1,25.0,24.5
海南_乐东,2019-06-06,31.2,24.8,27.9,0.5,0.5,4.0,14.8,28.8,164,23.16,4.82,23.7,24.6,24.2
海南_乐东,2019-06-07,31.5,24.9,27.9,0.6,0.6,5.0,14.1,28.4,162,24.62,5.12,23.2,24.8,24.0
海南_乐东,2019-06-08,31.4,25.0,27.9,0.4,0.4,4.0,13.8,27.7,166,23.13,4.87,23.4,24.8,24.1
海南_乐东,2019-06-09,31.1,24.8,27.8,2.3,2.3,16.0,15.5,34.9,175,21.13,4.33,23.7,27.2,24.8
海南_乐东,2019-06-10,31.3,25.5,28.3,1.7,1.7,7.0,19.4,37.8,209,21.66,4.53,23.9,26.0,24.8
海南_乐东,2019-06-11,32.0,24.5,28.6,0.9,0.9,3.0,15.5,31.3,214,22.95,4.88,23.2,25.8,24.4
海南_乐东,2019-06-12,32.0,25.2,28.8,1.5,1.5,6.0,19.1,36.7,210,22.58,4.81,23.6,25.8,24.4
海南_乐东,2019-06-13,32.0,24.9,28.5,3.9,3.9,6.0,16.1,41.4,209,20.13,4.29,23.0,26.4,24.8
海南_乐东,2019-06-14,29.8,26.1,28.0,5.2,5.2,9.0,10.0,22.3,192,8.1,1.88,25.0,26.3,25.7
海南_乐东,2019-06-15,29.2,25.5,27.5,10.3,10.3,13.0,11.8,33.8,174,9.63,2.12,24.5,26.0,25.4
海南_乐东,2019-06-16,31.0,24.8,27.7,11.9,11.9,12.0,11.9,31.7,185,15.22,3.27,24.0,26.3,25.1
海南_乐东,2019-06-17,28.9,25.4,27.2,17.5,17.5,20.0,8.6,21.6,165,11.25,2.38,23.7,26.0,24.8
海南_乐东,2019-06-18,31.3,25.0,28.1,4.3,4.3,10.0,10.3,29.9,198,21.52,4.47,24.2,26.4,25.0
海南_乐东,2019-06-19,31.6,24.8,28.1,0.9,0.9,4.0,10.8,24.1,214,23.32,4.84,24.1,25.6,24.9
海南_乐东,2019-06-20,31.3,25.0,28.2,1.8,1.8,9.0,12.6,26.6,183,21.23,4.4,24.4,27.2,25.6
海南_乐东,2019-06-21,32.2,26.2,28.9,2.3,2.3,9.0,14.4,29.5,179,23.71,4.99,24.9,25.8,25.4
海南_乐东,2019-06-22,32.9,25.9,29.0,1.2,1.2,8.0,14.8,29.9,170,23.2,5.0,24.7,25.8,25.2
海南_乐东,2019-06-23,32.8,25.7,28.9,1.0,1.0,7.0,13.8,28.4,171,22.52,4.84,24.9,26.0,25.4
海南_乐东,2019-06-24,32.8,26.2,29.1,1.7,1.7,9.0,13.2,27.4,207,21.78,4.7,25.1,26.5,25.7
海南_乐东,2019-06-25,31.4,25.4,28.4,3.7,3.7,6.0,12.0,25.9,215,18.48,3.98,24.0,26.3,24.9
海南_乐东,2019-06-26,30.5,24.9,27.8,8.2,8.2,12.0,14.1,31.0,211,19.2,3.88,24.0,26.1,25.0
海南_乐东,2019-06-27,30.9,24.5,28.0,12.5,12.5,12.0,18.8,37.1,212,20.56,4.22,23.3,27.0,24.6
海南_乐东,2019-06-28,31.1,25.5,28.4,1.9,1.9,7.0,20.4,38.9,205,23.17,4.75,23.0,25.5,24.5
海南_乐东,2019-06-29,30.8,25.0,28.1,2.8,2.8,11.0,19.2,37.1,219,21.77,4.48,23.0,25.6,24.4
海南_乐东,2019-06-30,31.1,25.2,28.2,8.1,8.1,9.0,10.0,36.4,170,17.13,3.63,23.2,26.4,24.7
海南_乐东,2019-07-01,30.0,25.8,27.7,4.5,4.5,10.0,10.3,33.8,312,13.34,2.87,23.6,25.8,24.7
海南_乐东,2019-07-02,30.5,24.4,27.0,5.2,5.2,20.0,8.4,32.8,345,11.72,2.58,23.5,25.1,24.4
海南_乐东,2019-07-03,26.6,24.8,25.7,22.6,22.6,21.0,29.5,55.4,173,9.99,1.99,22.5,24.9,24.0
海南_乐东,2019-07-04,30.8,24.5,27.3,5.1,5.1,14.0,16.3,33.1,185,23.08,4.79,22.5,24.2,23.2
海南_乐东,2019-07-05,29.9,23.6,27.0,0.3,0.3,2.0,16.8,33.5,214,22.09,4.46,22.6,24.7,23.4
海南_乐东,2019-07-06,30.3,24.5,27.3,2.4,2.4,12.0,18.2,35.6,209,21.37,4.25,22.8,25.0,24.1
海南_乐东,2019-07-07,30.8,25.0,28.0,3.4,3.4,9.0,19.0,37.1,194,22.67,4.61,23.5,25.5,24.4
海南_乐东,2019-07-08,31.0,26.2,28.5,0.8,0.8,5.0,19.5,37.8,207,23.58,4.87,22.9,26.9,24.1
海南_乐东,2019-07-09,30.8,25.9,28.0,1.5,1.5,5.0,20.9,41.0,213,22.58,4.59,23.5,26.3,24.8
海南_乐东,2019-07-10,30.2,25.7,27.9,8.5,8.5,11.0,17.6,35.3,211,18.4,3.82,23.4,26.4,24.5
海南_乐东,2019-07-11,30.9,24.9,27.9,7.0,7.0,11.0,14.4,29.2,201,20.23,4.18,23.6,26.4,24.4
海南_乐东,2019-07-12,31.7,26.2,28.6,0.7,0.7,3.0,16.1,32.0,200,22.35,4.76,23.0,25.8,24.1
海南_乐东,2019-07-13,31.1,25.7,28.6,1.2,1.2,9.0,19.3,37.8,203,22.83,4.73,23.5,26.0,24.6
海南_乐东,2019-07-14,31.5,26.3,28.7,2.1,2.1,5.0,19.1,36.7,217,23.13,4.79,23.3,25.5,24.5
海南_乐东,2019-07-15,32.3,25.1,28.6,2.1,2.1,8.0,13.9,30.2,197,21.58,4.53,23.8,26.5,24.7
海南_乐东,2019-07-16,32.2,24.0,28.2,0.3,0.3,3.0,9.2,21.2,216,22.91,4.84,23.0,25.9,24.4
海南_乐东,2019-07-17,33.4,24.6,28.6,0.0,0.0,0.0,7.9,16.6,205,24.61,5.2,23.1,26.2,24.8
海南_乐东,2019-07-18,32.8,25.7,28.6,0.1,0.1,1.0,13.5,28.1,209,21.18,4.58,24.5,25.8,25.1
海南_乐东,2019-07-19,31.4,24.1,28.3,1.4,1.4,5.0,15.0,33.5,204,21.38,4.49,23.6,26.8,24.9
海南_乐东,2019-07-20,32.2,25.1,28.9,0.9,0.9,5.0,13.2,27.7,219,21.65,4.66,23.4,26.1,24.4
